user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DOW_subscribe,DOW_cancel,is_correct_lang
a100000870,2018-01-31,Push,control,False,English,English,0-18 years,2018-01-02,2018-01-09,Instagram,False,1.0,1.0,True
a100000870,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-02,2018-01-09,Instagram,False,1.0,1.0,True
a100000871,2018-01-03,Instagram,personalization,True,English,English,0-18 years,2018-01-03,2018-01-06,Instagram,False,2.0,5.0,True
a100000871,2018-01-31,Facebook,control,False,English,English,19-24 years,2018-01-03,2018-01-06,Instagram,False,2.0,5.0,True
a100000871,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-03,2018-01-06,Instagram,False,2.0,5.0,True
a100000872,2018-01-04,Instagram,personalization,True,English,English,19-24 years,2018-01-04,2018-03-04,Instagram,False,3.0,6.0,True
a100000872,2018-01-31,Instagram,control,False,English,English,24-30 years,2018-01-04,2018-03-04,Instagram,False,3.0,6.0,True
a100000872,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-04,2018-03-04,Instagram,False,3.0,6.0,True
a100000873,2018-01-05,Facebook,personalization,True,English,English,24-30 years,2018-01-05,2018-04-04,Facebook,False,4.0,2.0,True
a100000873,2018-01-31,Instagram,control,False,English,English,30-36 years,2018-01-05,2018-04-04,Facebook,False,4.0,2.0,True
a100000873,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-05,2018-04-04,Facebook,False,4.0,2.0,True
a100000874,2018-01-06,Instagram,personalization,True,English,English,0-18 years,2018-01-06,2018-02-13,Instagram,False,5.0,1.0,True
a100000874,2018-01-31,Facebook,control,False,English,English,36-45 years,2018-01-06,2018-02-13,Instagram,False,5.0,1.0,True
a100000874,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-06,2018-02-13,Instagram,False,5.0,1.0,True
a100000875,2018-01-07,Instagram,personalization,True,English,English,19-24 years,2018-01-07,2018-03-28,Instagram,False,6.0,2.0,True
a100000875,2018-01-07,Instagram,personalization,True,English,English,19-24 years,2018-01-11,,Instagram,True,3.0,,True
a100000875,2018-01-11,Instagram,control,True,English,English,45-55 years,2018-01-07,2018-03-28,Instagram,False,6.0,2.0,True
a100000875,2018-01-11,Instagram,control,True,English,English,45-55 years,2018-01-11,,Instagram,True,3.0,,True
a100000875,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-07,2018-03-28,Instagram,False,6.0,2.0,True
a100000875,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-11,,Instagram,True,3.0,,True
a100000875,2018-01-03,House Ads,control,False,English,English,45-55 years,2018-01-07,2018-03-28,Instagram,False,6.0,2.0,True
a100000875,2018-01-03,House Ads,control,False,English,English,45-55 years,2018-01-11,,Instagram,True,3.0,,True
a100000876,2018-01-08,Facebook,personalization,True,English,English,24-30 years,2018-01-08,,Facebook,True,0.0,,True
a100000876,2018-01-08,Facebook,personalization,True,English,English,24-30 years,2018-01-12,,Facebook,True,4.0,,True
a100000876,2018-01-12,Facebook,control,True,English,English,55+ years,2018-01-08,,Facebook,True,0.0,,True
a100000876,2018-01-12,Facebook,control,True,English,English,55+ years,2018-01-12,,Facebook,True,4.0,,True
a100000876,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-08,,Facebook,True,0.0,,True
a100000876,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-12,,Facebook,True,4.0,,True
a100000876,2018-01-03,House Ads,control,False,English,English,55+ years,2018-01-08,,Facebook,True,0.0,,True
a100000876,2018-01-03,House Ads,control,False,English,English,55+ years,2018-01-12,,Facebook,True,4.0,,True
a100000877,2018-01-09,Instagram,personalization,True,English,English,55+ years,2018-01-09,,Instagram,True,1.0,,True
a100000877,2018-01-09,Instagram,personalization,True,English,English,55+ years,2018-01-13,,Instagram,True,5.0,,True
a100000877,2018-01-13,Instagram,control,True,English,English,0-18 years,2018-01-09,,Instagram,True,1.0,,True
a100000877,2018-01-13,Instagram,control,True,English,English,0-18 years,2018-01-13,,Instagram,True,5.0,,True
a100000877,2018-01-01,House Ads,control,False,English,English,0-18 years,2018-01-09,,Instagram,True,1.0,,True
a100000877,2018-01-01,House Ads,control,False,English,English,0-18 years,2018-01-13,,Instagram,True,5.0,,True
a100000877,2018-01-02,House Ads,personalization,False,English,English,55+ years,2018-01-09,,Instagram,True,1.0,,True
a100000877,2018-01-02,House Ads,personalization,False,English,English,55+ years,2018-01-13,,Instagram,True,5.0,,True
a100000877,2018-01-03,House Ads,control,False,English,English,0-18 years,2018-01-09,,Instagram,True,1.0,,True
a100000877,2018-01-03,House Ads,control,False,English,English,0-18 years,2018-01-13,,Instagram,True,5.0,,True
a100000878,2018-01-10,Email,control,True,English,English,19-24 years,2018-01-10,,Email,True,2.0,,True
a100000878,2018-01-10,Email,control,True,English,English,19-24 years,2018-01-14,,Email,True,6.0,,True
a100000878,2018-01-14,Email,control,True,English,English,19-24 years,2018-01-10,,Email,True,2.0,,True
a100000878,2018-01-14,Email,control,True,English,English,19-24 years,2018-01-14,,Email,True,6.0,,True
a100000878,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-10,,Email,True,2.0,,True
a100000878,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-14,,Email,True,6.0,,True
a100000878,2018-01-03,House Ads,personalization,False,English,English,19-24 years,2018-01-10,,Email,True,2.0,,True
a100000878,2018-01-03,House Ads,personalization,False,English,English,19-24 years,2018-01-14,,Email,True,6.0,,True
a100000878,2018-01-03,House Ads,control,False,English,English,19-24 years,2018-01-10,,Email,True,2.0,,True
a100000878,2018-01-03,House Ads,control,False,English,English,19-24 years,2018-01-14,,Email,True,6.0,,True
a100000879,2018-01-11,Push,personalization,True,English,English,24-30 years,2018-01-11,,Push,True,3.0,,True
a100000879,2018-01-11,Push,personalization,True,English,English,24-30 years,2018-01-15,,Push,True,0.0,,True
a100000879,2018-01-15,Push,control,True,English,English,24-30 years,2018-01-11,,Push,True,3.0,,True
a100000879,2018-01-15,Push,control,True,English,English,24-30 years,2018-01-15,,Push,True,0.0,,True
a100000879,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-11,,Push,True,3.0,,True
a100000879,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-15,,Push,True,0.0,,True
a100000879,2018-01-03,House Ads,personalization,False,English,English,24-30 years,2018-01-11,,Push,True,3.0,,True
a100000879,2018-01-03,House Ads,personalization,False,English,English,24-30 years,2018-01-15,,Push,True,0.0,,True
a100000879,2018-01-02,House Ads,control,False,English,English,24-30 years,2018-01-11,,Push,True,3.0,,True
a100000879,2018-01-02,House Ads,control,False,English,English,24-30 years,2018-01-15,,Push,True,0.0,,True
a100000880,2018-01-12,Facebook,personalization,True,English,English,30-36 years,2018-01-12,,Facebook,True,4.0,,True
a100000880,2018-01-12,Facebook,personalization,True,English,English,30-36 years,2018-01-16,,Facebook,True,1.0,,True
a100000880,2018-01-16,Facebook,control,True,English,English,30-36 years,2018-01-12,,Facebook,True,4.0,,True
a100000880,2018-01-16,Facebook,control,True,English,English,30-36 years,2018-01-16,,Facebook,True,1.0,,True
a100000880,2018-01-04,Push,control,False,English,English,30-36 years,2018-01-12,,Facebook,True,4.0,,True
a100000880,2018-01-04,Push,control,False,English,English,30-36 years,2018-01-16,,Facebook,True,1.0,,True
a100000880,2018-01-03,House Ads,personalization,False,English,English,30-36 years,2018-01-12,,Facebook,True,4.0,,True
a100000880,2018-01-03,House Ads,personalization,False,English,English,30-36 years,2018-01-16,,Facebook,True,1.0,,True
a100000880,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-12,,Facebook,True,4.0,,True
a100000880,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-16,,Facebook,True,1.0,,True
a100000881,2018-01-13,Instagram,personalization,True,English,English,36-45 years,2018-01-13,,Instagram,True,5.0,,True
a100000881,2018-01-13,Instagram,personalization,True,English,English,36-45 years,2018-01-17,,Instagram,True,2.0,,True
a100000881,2018-01-17,Instagram,control,True,English,English,36-45 years,2018-01-13,,Instagram,True,5.0,,True
a100000881,2018-01-17,Instagram,control,True,English,English,36-45 years,2018-01-17,,Instagram,True,2.0,,True
a100000881,2018-01-05,House Ads,control,False,English,English,36-45 years,2018-01-13,,Instagram,True,5.0,,True
a100000881,2018-01-05,House Ads,control,False,English,English,36-45 years,2018-01-17,,Instagram,True,2.0,,True
a100000881,2018-01-03,House Ads,personalization,False,English,English,36-45 years,2018-01-13,,Instagram,True,5.0,,True
a100000881,2018-01-03,House Ads,personalization,False,English,English,36-45 years,2018-01-17,,Instagram,True,2.0,,True
a100000881,2018-01-02,House Ads,control,False,English,English,36-45 years,2018-01-13,,Instagram,True,5.0,,True
a100000881,2018-01-02,House Ads,control,False,English,English,36-45 years,2018-01-17,,Instagram,True,2.0,,True
a100000882,2018-01-14,Instagram,personalization,True,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-14,Instagram,personalization,True,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000882,2018-01-18,Instagram,control,True,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-18,Instagram,control,True,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000882,2018-01-01,House Ads,control,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-01,House Ads,control,False,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000882,2018-01-02,House Ads,personalization,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-02,House Ads,personalization,False,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000882,2018-01-03,House Ads,personalization,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-03,House Ads,personalization,False,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000882,2018-01-02,House Ads,control,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000882,2018-01-02,House Ads,control,False,English,English,45-55 years,2018-01-18,,Instagram,True,3.0,,True
a100000883,2018-01-15,Instagram,personalization,True,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000883,2018-01-15,Instagram,personalization,True,English,English,55+ years,2018-01-01,,Instagram,True,0.0,,True
a100000883,2018-01-01,Instagram,control,True,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000883,2018-01-01,Instagram,control,True,English,English,55+ years,2018-01-01,,Instagram,True,0.0,,True
a100000883,2018-01-02,House Ads,control,False,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000883,2018-01-02,House Ads,control,False,English,English,55+ years,2018-01-01,,Instagram,True,0.0,,True
a100000883,2018-01-03,House Ads,personalization,False,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000883,2018-01-03,House Ads,personalization,False,English,English,55+ years,2018-01-01,,Instagram,True,0.0,,True
a100000884,2018-01-16,Facebook,personalization,True,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000884,2018-01-16,Facebook,personalization,True,English,English,0-18 years,2018-01-02,,Facebook,True,1.0,,True
a100000884,2018-01-02,Facebook,control,True,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000884,2018-01-02,Facebook,control,True,English,English,0-18 years,2018-01-02,,Facebook,True,1.0,,True
a100000884,2018-01-03,Push,control,False,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000884,2018-01-03,Push,control,False,English,English,0-18 years,2018-01-02,,Facebook,True,1.0,,True
a100000884,2018-01-03,House Ads,personalization,False,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000884,2018-01-03,House Ads,personalization,False,English,English,0-18 years,2018-01-02,,Facebook,True,1.0,,True
a100000884,2018-01-02,House Ads,control,False,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000884,2018-01-02,House Ads,control,False,English,English,0-18 years,2018-01-02,,Facebook,True,1.0,,True
a100000885,2018-01-17,Instagram,personalization,True,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000885,2018-01-17,Instagram,personalization,True,English,English,19-24 years,2018-01-03,,Instagram,True,2.0,,True
a100000885,2018-01-03,Instagram,control,True,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000885,2018-01-03,Instagram,control,True,English,English,19-24 years,2018-01-03,,Instagram,True,2.0,,True
a100000885,2018-01-04,Facebook,control,False,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000885,2018-01-04,Facebook,control,False,English,English,19-24 years,2018-01-03,,Instagram,True,2.0,,True
a100000885,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000885,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-03,,Instagram,True,2.0,,True
a100000885,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000885,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-03,,Instagram,True,2.0,,True
a100000886,2018-01-18,Instagram,personalization,True,English,English,24-30 years,2018-01-18,,Instagram,True,3.0,,True
a100000886,2018-01-18,Instagram,personalization,True,English,English,24-30 years,2018-01-04,,Instagram,True,3.0,,True
a100000886,2018-01-04,Instagram,control,True,English,English,24-30 years,2018-01-18,,Instagram,True,3.0,,True
a100000886,2018-01-04,Instagram,control,True,English,English,24-30 years,2018-01-04,,Instagram,True,3.0,,True
a100000886,2018-01-05,Instagram,control,False,English,English,24-30 years,2018-01-18,,Instagram,True,3.0,,True
a100000886,2018-01-05,Instagram,control,False,English,English,24-30 years,2018-01-04,,Instagram,True,3.0,,True
a100000886,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-18,,Instagram,True,3.0,,True
a100000886,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-04,,Instagram,True,3.0,,True
a100000886,2018-01-02,House Ads,control,False,English,English,24-30 years,2018-01-18,,Instagram,True,3.0,,True
a100000886,2018-01-02,House Ads,control,False,English,English,24-30 years,2018-01-04,,Instagram,True,3.0,,True
a100000887,2018-01-01,Facebook,personalization,True,English,English,0-18 years,2018-01-01,,Facebook,True,0.0,,True
a100000887,2018-01-01,Facebook,personalization,True,English,English,0-18 years,2018-01-05,,Facebook,True,4.0,,True
a100000887,2018-01-05,Facebook,control,True,English,English,30-36 years,2018-01-01,,Facebook,True,0.0,,True
a100000887,2018-01-05,Facebook,control,True,English,English,30-36 years,2018-01-05,,Facebook,True,4.0,,True
a100000887,2018-01-01,Instagram,control,False,English,English,30-36 years,2018-01-01,,Facebook,True,0.0,,True
a100000887,2018-01-01,Instagram,control,False,English,English,30-36 years,2018-01-05,,Facebook,True,4.0,,True
a100000887,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-01,,Facebook,True,0.0,,True
a100000887,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-05,,Facebook,True,4.0,,True
a100000887,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-01,,Facebook,True,0.0,,True
a100000887,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-05,,Facebook,True,4.0,,True
a100000888,2018-01-02,Instagram,personalization,True,English,English,19-24 years,2018-01-02,2018-04-02,Instagram,False,1.0,0.0,True
a100000888,2018-01-02,Instagram,personalization,True,English,English,19-24 years,2018-01-06,,Instagram,True,5.0,,True
a100000888,2018-01-06,Instagram,control,True,English,English,36-45 years,2018-01-02,2018-04-02,Instagram,False,1.0,0.0,True
a100000888,2018-01-06,Instagram,control,True,English,English,36-45 years,2018-01-06,,Instagram,True,5.0,,True
a100000888,2018-01-02,Facebook,control,False,English,English,36-45 years,2018-01-02,2018-04-02,Instagram,False,1.0,0.0,True
a100000888,2018-01-02,Facebook,control,False,English,English,36-45 years,2018-01-06,,Instagram,True,5.0,,True
a100000888,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-02,2018-04-02,Instagram,False,1.0,0.0,True
a100000888,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-06,,Instagram,True,5.0,,True
a100000888,2018-01-03,House Ads,control,False,English,English,36-45 years,2018-01-02,2018-04-02,Instagram,False,1.0,0.0,True
a100000888,2018-01-03,House Ads,control,False,English,English,36-45 years,2018-01-06,,Instagram,True,5.0,,True
a100000889,2018-01-03,Email,personalization,False,English,English,24-30 years,2018-01-03,2018-03-24,Email,False,2.0,5.0,True
a100000889,2018-01-03,Email,personalization,False,English,English,24-30 years,2018-01-07,,Email,True,6.0,,True
a100000889,2018-01-07,Email,control,True,English,English,45-55 years,2018-01-03,2018-03-24,Email,False,2.0,5.0,True
a100000889,2018-01-07,Email,control,True,English,English,45-55 years,2018-01-07,,Email,True,6.0,,True
a100000889,2018-01-03,House Ads,control,False,English,English,45-55 years,2018-01-03,2018-03-24,Email,False,2.0,5.0,True
a100000889,2018-01-03,House Ads,control,False,English,English,45-55 years,2018-01-07,,Email,True,6.0,,True
a100000889,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-03,2018-03-24,Email,False,2.0,5.0,True
a100000889,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-07,,Email,True,6.0,,True
a100000890,2018-01-04,Push,personalization,True,English,English,0-18 years,2018-01-04,2018-01-11,Push,False,3.0,3.0,True
a100000890,2018-01-04,Push,personalization,True,English,English,0-18 years,2018-01-08,,Push,True,0.0,,True
a100000890,2018-01-08,Push,control,True,English,English,55+ years,2018-01-04,2018-01-11,Push,False,3.0,3.0,True
a100000890,2018-01-08,Push,control,True,English,English,55+ years,2018-01-08,,Push,True,0.0,,True
a100000890,2018-01-04,House Ads,control,False,English,English,55+ years,2018-01-04,2018-01-11,Push,False,3.0,3.0,True
a100000890,2018-01-04,House Ads,control,False,English,English,55+ years,2018-01-08,,Push,True,0.0,,True
a100000890,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-04,2018-01-11,Push,False,3.0,3.0,True
a100000890,2018-01-02,House Ads,personalization,False,English,English,0-18 years,2018-01-08,,Push,True,0.0,,True
a100000890,2018-01-03,House Ads,control,False,English,English,55+ years,2018-01-04,2018-01-11,Push,False,3.0,3.0,True
a100000890,2018-01-03,House Ads,control,False,English,English,55+ years,2018-01-08,,Push,True,0.0,,True
a100000891,2018-01-05,Facebook,personalization,True,English,English,19-24 years,2018-01-05,2018-03-17,Facebook,False,4.0,5.0,True
a100000891,2018-01-05,Facebook,personalization,True,English,English,19-24 years,2018-01-09,,Facebook,True,1.0,,True
a100000891,2018-01-09,Facebook,control,True,English,English,0-18 years,2018-01-05,2018-03-17,Facebook,False,4.0,5.0,True
a100000891,2018-01-09,Facebook,control,True,English,English,0-18 years,2018-01-09,,Facebook,True,1.0,,True
a100000891,2018-01-05,House Ads,control,False,English,English,0-18 years,2018-01-05,2018-03-17,Facebook,False,4.0,5.0,True
a100000891,2018-01-05,House Ads,control,False,English,English,0-18 years,2018-01-09,,Facebook,True,1.0,,True
a100000891,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-05,2018-03-17,Facebook,False,4.0,5.0,True
a100000891,2018-01-02,House Ads,personalization,False,English,English,19-24 years,2018-01-09,,Facebook,True,1.0,,True
a100000891,2018-01-03,House Ads,control,False,English,English,0-18 years,2018-01-05,2018-03-17,Facebook,False,4.0,5.0,True
a100000891,2018-01-03,House Ads,control,False,English,English,0-18 years,2018-01-09,,Facebook,True,1.0,,True
a100000892,2018-01-06,Instagram,personalization,True,English,English,24-30 years,2018-01-06,2018-04-01,Instagram,False,5.0,6.0,True
a100000892,2018-01-06,Instagram,personalization,True,English,English,24-30 years,2018-01-10,,Instagram,True,2.0,,True
a100000892,2018-01-10,Instagram,control,True,English,English,19-24 years,2018-01-06,2018-04-01,Instagram,False,5.0,6.0,True
a100000892,2018-01-10,Instagram,control,True,English,English,19-24 years,2018-01-10,,Instagram,True,2.0,,True
a100000892,2018-01-01,Instagram,control,False,English,English,19-24 years,2018-01-06,2018-04-01,Instagram,False,5.0,6.0,True
a100000892,2018-01-01,Instagram,control,False,English,English,19-24 years,2018-01-10,,Instagram,True,2.0,,True
a100000892,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-06,2018-04-01,Instagram,False,5.0,6.0,True
a100000892,2018-01-02,House Ads,personalization,False,English,English,24-30 years,2018-01-10,,Instagram,True,2.0,,True
a100000892,2018-01-03,House Ads,control,False,English,English,19-24 years,2018-01-06,2018-04-01,Instagram,False,5.0,6.0,True
a100000892,2018-01-03,House Ads,control,False,English,English,19-24 years,2018-01-10,,Instagram,True,2.0,,True
a100000893,2018-01-07,Instagram,control,True,English,English,19-24 years,2018-01-07,2018-04-01,Instagram,False,6.0,6.0,True
a100000893,2018-01-07,Instagram,control,True,English,English,19-24 years,2018-01-11,,Instagram,True,3.0,,True
a100000893,2018-01-11,Instagram,control,True,English,English,24-30 years,2018-01-07,2018-04-01,Instagram,False,6.0,6.0,True
a100000893,2018-01-11,Instagram,control,True,English,English,24-30 years,2018-01-11,,Instagram,True,3.0,,True
a100000893,2018-01-02,Facebook,control,False,English,English,24-30 years,2018-01-07,2018-04-01,Instagram,False,6.0,6.0,True
a100000893,2018-01-02,Facebook,control,False,English,English,24-30 years,2018-01-11,,Instagram,True,3.0,,True
a100000893,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-07,2018-04-01,Instagram,False,6.0,6.0,True
a100000893,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-11,,Instagram,True,3.0,,True
a100000893,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-07,2018-04-01,Instagram,False,6.0,6.0,True
a100000893,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-11,,Instagram,True,3.0,,True
a100000894,2018-01-08,Instagram,control,True,English,English,24-30 years,2018-01-08,2018-04-02,Instagram,False,0.0,0.0,True
a100000894,2018-01-08,Instagram,control,True,English,English,24-30 years,2018-01-12,,Instagram,True,4.0,,True
a100000894,2018-01-12,Instagram,control,True,English,English,30-36 years,2018-01-08,2018-04-02,Instagram,False,0.0,0.0,True
a100000894,2018-01-12,Instagram,control,True,English,English,30-36 years,2018-01-12,,Instagram,True,4.0,,True
a100000894,2018-01-03,House Ads,control,False,English,English,30-36 years,2018-01-08,2018-04-02,Instagram,False,0.0,0.0,True
a100000894,2018-01-03,House Ads,control,False,English,English,30-36 years,2018-01-12,,Instagram,True,4.0,,True
a100000894,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-08,2018-04-02,Instagram,False,0.0,0.0,True
a100000894,2018-01-03,House Ads,control,False,English,English,24-30 years,2018-01-12,,Instagram,True,4.0,,True
a100000895,2018-01-09,Facebook,control,True,English,English,30-36 years,2018-01-09,2018-04-04,Facebook,False,1.0,2.0,True
a100000895,2018-01-31,House Ads,control,False,English,English,45-55 years,2018-01-09,2018-04-04,Facebook,False,1.0,2.0,True
a100000895,2018-01-03,House Ads,control,False,English,English,30-36 years,2018-01-09,2018-04-04,Facebook,False,1.0,2.0,True
a100000896,2018-01-10,Instagram,control,True,English,English,36-45 years,2018-01-10,2018-03-25,Instagram,False,2.0,6.0,True
a100000896,2018-01-31,House Ads,control,False,English,English,0-18 years,2018-01-10,2018-03-25,Instagram,False,2.0,6.0,True
a100000896,2018-01-03,House Ads,control,False,English,English,36-45 years,2018-01-10,2018-03-25,Instagram,False,2.0,6.0,True
a100000951,2018-01-13,Facebook,control,True,English,English,36-45 years,2018-01-13,,Facebook,True,5.0,,True
a100000951,2018-01-06,Facebook,control,False,English,English,24-30 years,2018-01-13,,Facebook,True,5.0,,True
a100000951,2018-01-04,House Ads,control,False,English,English,36-45 years,2018-01-13,,Facebook,True,5.0,,True
a100000951,2018-01-02,House Ads,control,False,English,English,36-45 years,2018-01-13,,Facebook,True,5.0,,True
a100000952,2018-01-14,Instagram,control,True,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000952,2018-01-06,House Ads,control,False,English,English,30-36 years,2018-01-14,,Instagram,True,6.0,,True
a100000952,2018-01-05,House Ads,control,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000952,2018-01-02,House Ads,control,False,English,English,45-55 years,2018-01-14,,Instagram,True,6.0,,True
a100000953,2018-01-15,Instagram,control,True,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000953,2018-01-06,House Ads,control,False,Spanish,Spanish,36-45 years,2018-01-15,,Instagram,True,0.0,,True
a100000953,2018-01-01,House Ads,control,False,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000953,2018-01-02,House Ads,control,False,English,English,55+ years,2018-01-15,,Instagram,True,0.0,,True
a100000954,2018-01-16,Facebook,control,True,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000954,2018-01-06,House Ads,control,False,Spanish,Spanish,45-55 years,2018-01-16,,Facebook,True,1.0,,True
a100000954,2018-01-02,House Ads,control,False,English,English,0-18 years,2018-01-16,,Facebook,True,1.0,,True
a100000955,2018-01-17,Instagram,control,True,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000955,2018-01-06,Push,control,False,English,English,0-18 years,2018-01-17,,Instagram,True,2.0,,True
a100000955,2018-01-03,House Ads,control,False,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000955,2018-01-02,House Ads,control,False,English,English,19-24 years,2018-01-17,,Instagram,True,2.0,,True
a100000956,2018-01-18,Email,control,True,English,English,24-30 years,2018-01-18,,Email,True,3.0,,True
a100000956,2018-01-07,Facebook,control,False,English,English,19-24 years,2018-01-18,,Email,True,3.0,,True
a100000956,2018-01-04,House Ads,control,False,English,English,24-30 years,2018-01-18,,Email,True,3.0,,True
a100000956,2018-01-02,House Ads,control,False,English,English,24-30 years,2018-01-18,,Email,True,3.0,,True
a100000957,2018-01-01,Push,control,True,English,English,30-36 years,2018-01-01,,Push,True,0.0,,True
a100000957,2018-01-07,Instagram,control,False,English,English,24-30 years,2018-01-01,,Push,True,0.0,,True
a100000957,2018-01-05,Push,control,False,English,English,30-36 years,2018-01-01,,Push,True,0.0,,True
a100000957,2018-01-02,House Ads,control,False,English,English,30-36 years,2018-01-01,,Push,True,0.0,,True
a100000958,2018-01-02,Facebook,control,True,English,English,36-45 years,2018-01-02,,Facebook,True,1.0,,True
a100000958,2018-01-07,Instagram,control,False,English,English,30-36 years,2018-01-02,,Facebook,True,1.0,,True
a100000958,2018-01-01,House Ads,control,False,English,English,36-45 years,2018-01-02,,Facebook,True,1.0,,True
a100000958,2018-01-02,House Ads,control,False,English,English,36-45 years,2018-01-02,,Facebook,True,1.0,,True
a100000959,2018-01-03,Instagram,control,True,English,English,45-55 years,2018-01-03,,Instagram,True,2.0,,True
a100000959,2018-01-07,Facebook,control,False,English,English,36-45 years,2018-01-03,,Instagram,True,2.0,,True
a100000959,2018-01-02,House Ads,control,False,English,English,45-55 years,2018-01-03,,Instagram,True,2.0,,True
a100000960,2018-01-04,Instagram,control,True,English,English,55+ years,2018-01-04,,Instagram,True,3.0,,True
a100000960,2018-01-07,House Ads,control,False,English,English,45-55 years,2018-01-04,,Instagram,True,3.0,,True
a100000960,2018-01-03,House Ads,control,False,English,English,55+ years,2018-01-04,,Instagram,True,3.0,,True
a100000961,2018-01-05,Instagram,control,True,English,English,0-18 years,2018-01-05,,Instagram,True,4.0,,True
a100000961,2018-01-07,House Ads,control,False,English,English,0-18 years,2018-01-05,,Instagram,True,4.0,,True
a100000961,2018-01-04,Push,control,False,English,English,0-18 years,2018-01-05,,Instagram,True,4.0,,True
